order_date,actual_revenue,predicted_revenue,pred_lower_95,pred_upper_95,residual,abs_error,pct_error,month_period
2018-07-07,11277.24,24226.46793274844,8722.724321384412,39730.21154411247,-12949.227932748441,12949.227932748441,114.82621574736763,2018-07
2018-07-08,17554.74,20036.847182379366,4533.103571015337,35540.590793743395,-2482.1071823793645,2482.1071823793645,14.139242064418866,2018-07
2018-07-09,23122.17,24191.06961277588,8687.32600141185,39694.81322413991,-1068.89961277588,1068.89961277588,4.6228343307565,2018-07
2018-07-10,22246.77,28733.868563812906,13230.124952448878,44237.61217517694,-6487.098563812906,6487.098563812906,29.15973223894033,2018-07
2018-07-11,22140.62,28474.34171332127,12970.598101957243,43978.0853246853,-6333.721713321273,6333.721713321273,28.606794720840124,2018-07
2018-07-12,32569.71,25712.76876826766,10209.02515690363,41216.51237963169,6856.94123173234,6856.94123173234,21.05312338283743,2018-07
2018-07-13,32529.4,23924.639419946154,8420.895808582125,39428.38303131018,8604.760580053848,8604.760580053848,26.45225728127124,2018-07
2018-07-14,26427.02,23962.021187853396,8458.277576489367,39465.764799217424,2464.998812146605,2464.998812146605,9.32757008602031,2018-07
2018-07-15,34489.4,24696.72009397472,9192.976482610691,40200.46370533875,9792.679906025282,9792.679906025282,28.39330317728137,2018-07
2018-07-16,37778.13,28965.29657302745,13461.552961663423,44469.04018439148,8812.833426972546,8812.833426972546,23.327870985071378,2018-07
2018-07-17,35758.41,33815.658099067194,18311.914487703165,49319.40171043122,1942.7519009328098,1942.7519009328098,5.432992968459195,2018-07
2018-07-18,48984.15,31489.098719583228,15985.355108219199,46992.84233094726,17495.051280416774,17495.051280416774,35.715739234868366,2018-07
2018-07-19,44911.24,45178.59053539002,29674.846924025995,60682.33414675405,-267.35053539002547,267.35053539002547,0.595286470358034,2018-07
2018-07-20,38061.85,33183.20436752524,17679.460756161214,48686.94797888927,4878.645632474756,4878.645632474756,12.817678679503903,2018-07
2018-07-21,25502.08,31131.414118207857,15627.670506843828,46635.15772957189,-5629.334118207855,5629.334118207855,22.074019523928456,2018-07
2018-07-22,32962.26,29739.05628052018,14235.312669156152,45242.799891884206,3223.2037194798213,3223.2037194798213,9.778467008875669,2018-07
2018-07-23,47975.62,40312.60958339294,24808.865972028914,55816.35319475697,7663.01041660706,7663.01041660706,15.972717844203075,2018-07
2018-07-24,48083.44,47968.00335264853,32464.2597412845,63471.74696401256,115.43664735147468,115.43664735147468,0.24007568375198338,2018-07
2018-07-25,47912.59,43253.89073183345,27750.147120469424,58757.63434319748,4658.699268166543,4658.699268166543,9.723330064533235,2018-07
2018-07-26,41784.72,45578.8548511616,30075.111239797574,61082.59846252563,-3794.1348511616015,3794.1348511616015,9.080196902507906,2018-07
2018-07-27,33331.13,38156.68261514514,22652.93900378111,53660.42622650917,-4825.552615145141,4825.552615145141,14.477614815774748,2018-07
2018-07-28,30065.12,29192.908311124083,13689.164699760055,44696.65192248811,872.2116888759156,872.2116888759156,2.9010750293892578,2018-07
2018-07-29,36468.28,29984.582835922207,14480.839224558178,45488.326447286236,6483.697164077792,6483.697164077792,17.779004559792213,2018-07
2018-07-30,45814.02,38195.64467872642,22691.901067362392,53699.38829009045,7618.3753212735755,7618.3753212735755,16.628916915113706,2018-07
2018-07-31,53402.24,43695.195419393574,28191.451808029546,59198.9390307576,9707.044580606424,9707.044580606424,18.177223615725527,2018-07
2018-08-01,48431.03,49025.98166644603,33522.238055082,64529.72527781006,-594.9516664460316,594.9516664460316,1.2284514007776246,2018-08
2018-08-02,45625.66,47207.601154269985,31703.857542905957,62711.344765634014,-1581.9411542699818,1581.9411542699818,3.4672181274089655,2018-08
2018-08-03,49517.58,42410.13140591589,26906.38779455186,57913.87501727992,7107.448594084111,7107.448594084111,14.353384382039897,2018-08
2018-08-04,41227.8,44248.16755273959,28744.423941375564,59751.91116410362,-3020.36755273959,3020.36755273959,7.326045902860666,2018-08
2018-08-05,42272.07,31590.52653389142,16086.782922527393,47094.27014525545,10681.543466108578,10681.543466108578,25.268560224537335,2018-08
2018-08-06,65860.42,43345.348249974704,27841.604638610675,58849.09186133873,22515.071750025294,22515.071750025294,34.186043377836484,2018-08
